,telephone1,storeName,uniqueID,country,city,addressLine,stateOrProvinceName,distance,postalCode,longitude,fax1,latitude,Centro de distribucion,Horario,Servicios Fotográficos,Zona,Recoger en Superfarmacia,Entrega a domicilio,Consultorio Médico,Ubicacion,thumbnail,displayStoreName
0,4499180957,SU1879,715840857,México,C-Aguascalientes,"['Av. Héroe de Nacozari Sur #732 B', 'Héroes Aguascalientes']",S-Aguascalientes,0.162220158,20250,-102.28148,4499164641,21.87461,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsHerNacoza.jpg,HÉROE DE NACOZARI
1,4499164725,SU1718,715840696,México,C-Aguascalientes,"['Av. Lic. Adolfo López Mateos #428 L3', 'Centro']",S-Aguascalientes,1.111186429,20000,-102.28922,4499150091,21.8794,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsLopezMate.jpg,LÓPEZ MATEOS
2,4499174406,SU236,715839214,México,C-Aguascalientes,"['Av. Convención 1914 #402-B', 'Linda Vista']",S-Aguascalientes,1.250011915,20270,-102.28971,4499174409,21.86598,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsConvencio.jpg,AV. CONVENCIÓN
3,4499177071,SU363,715839341,México,C-Aguascalientes,"['Av. Aguascalientes Sur #1201', 'Jardines del Sol']",S-Aguascalientes,1.653855433,20270,-102.27264,4499709740,21.86048,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsCasaBlanc.jpg,CASA BLANCA
4,4499185927,SU34,715839013,México,C-Aguascalientes,"['Francisco I. Madero #232', 'Centro']",S-Aguascalientes,1.747428783,20000,-102.29515,4499181139,21.88146,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsMadero.jpg,MADERO
5,4499182843,SU32,715839011,México,C-Aguascalientes,"['Juárez #103', 'Centro']",S-Aguascalientes,1.791341453,20000,-102.29565,4499182782,21.88145,Centro de distribución tonalá,Abierto de 7 a.m a 10 p.m.,Disponible durante el horario de tienda,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsJuarez.jpg,JUÁREZ
6,4499184782,SU89,715839068,México,C-Aguascalientes,"['Andador Allende #229', 'Centro']",S-Aguascalientes,1.826030587,20000,-102.29501,4499184787,21.88295,Centro de distribución tonalá,Abierto de 7 a.m a 10 p.m.,Disponible durante el horario de tienda,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsParian.jpg,PARIÁN
7,4494882439,SU2079,715842507,México,C-Aguascalientes,"['Calle Héroes de Nacozari #908', 'Gremial']",S-Aguascalientes,2.043780629,20030,-102.28506,4494882435,21.89132,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsGremial.jpg,GREMIAL
8,4499940679,SU237,715839215,México,C-Aguascalientes,"['Av. 5 de Mayo #425', 'Centro']",S-Aguascalientes,2.192195388,20000,-102.29744,4499940677,21.88544,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgs5deMayo.jpg,5 DE MAYO
9,4499161556,SU138,715839117,México,C-Aguascalientes,"['Av. las Américas #701', 'Fracc. Santa Elena']",S-Aguascalientes,2.264456041,20230,-102.30227,4499161557,21.87011,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsAmericas.jpg,AMÉRICAS
10,4499700070,SU103,715839082,México,C-Aguascalientes,"['Plaza Abastos Ojo #CAL.L-142', 'Ojo Caliente']",S-Aguascalientes,2.669251805,20190,-102.25715,4499700013,21.88357,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsOjoCalien.jpg,OJO CALIENTE
11,4499172773,SU243,715839221,México,C-Aguascalientes,"['Av. Aguascalientes Sur #205', 'Fracc. el Dorado']",S-Aguascalientes,2.73430595,20000,-102.30247,4499172774,21.85949,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsElDorado.jpg,EL DORADO
12,4491407652,SU410,715839388,México,C-Aguascalientes,"['Valente Quintana #114', 'Martínez Domínguez']",S-Aguascalientes,2.765293,20280,-102.29441,4491407653,21.85207,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsMGandhi.jpg,GANDHI
13,4499775561,SU1822,715840800,México,C-Aguascalientes,"['Av. Aguascalientes #304', 'Infonavit']",S-Aguascalientes,2.900292088,20264,-102.25671,4499775269,21.85963,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsPzaKabah.jpg,PLAZA KABAH
14,4493923645,SU2037,715841987,México,C-Aguascalientes,"['Av. Aguascalientes Ote. #1808', 'Municipio Libre']",S-Aguascalientes,2.964080601,20199,-102.27055,4499752008,21.89839,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsPlzaAtika.jpg,LOS PUERTOS
15,4499714267,SU309,715839287,México,C-Aguascalientes,"['Blvd. Siglo XXI #5202', 'Haciendas de Aguascalientes']",S-Aguascalientes,3.481184128,20133,-102.25032,4499173169,21.88725,Centro de distribución tonalá,Abierto las 24 horas,Disponible durante el horario de tienda,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsHacienda.jpg,HACIENDAS DE AGUASCALIENTES
16,4499160658,SU279,715839257,México,C-Aguascalientes,"['Av. Ags. Poniente #908', 'Residencial del Valle']",S-Aguascalientes,3.921664987,20080,-102.31846,4499160648,21.87672,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsRdelValle.jpg,RESIDENCIAL DEL VALLE
17,4499127580,SU48,715839027,México,C-Aguascalientes,"['Av. de la Convención Nte. #2301', 'Plaza San Marcos']",S-Aguascalientes,3.950934717,20010,-102.3099,4499127526,21.89631,Centro de distribución tonalá,Abierto las 24 horas,Disponible durante el horario de tienda,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsSnMarcos.jpg,PLAZA SAN MARCOS
18,4493921000,SU1848,715840826,México,C-Aguascalientes,"['Ctra. Norias de Ojo caliente #106', 'Vistas de Oriente']",S-Aguascalientes,4.017630587,20196,-102.2417,4493921003,21.87539,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsVistasOri.jpg,VISTAS DE ORIENTE
19,4499121609,SU908,715839886,México,C-Aguascalientes,"['Av. Independencia #1735', 'El Plateado']",S-Aguascalientes,4.249647812,20137,-102.29691,4499968421,21.90852,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsPulgasPan.jpg,PULGAS PANDAS
20,4499136153,SU1018,715839996,México,C-Aguascalientes,"['Av. de los Maestros #2420', 'Versalles']",S-Aguascalientes,4.331255723,20285,-102.31705,4499136621,21.85404,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsMaestros.jpg,AV. DE LOS MAESTROS
21,4491532836,SU454,715839432,México,C-Aguascalientes,"['Blvd. Manuel J. Clouthier #213', 'Lomas del Campestre 2A Sección']",S-Aguascalientes,0.859506723,20119,-102.31797,4491532837,21.95675,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsCampestre.jpg,EL CAMPESTRE
22,4499735726,SU1832,715840810,México,C-Jesús María,"['Av. Siglo XXI (Av. Guadalupe) #100', 'Corral de Barrancos']",S-Aguascalientes,1.602334744,20900,-102.32421,4499735326,21.95075,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 3979,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsJMariaMaravi.jpg,MARAVILLAS
23,4499637319,SU600,715839578,México,C-Jesús María,"['Blvd. Miguel de la Madrid #800', 'Vistas del Sauz']",S-Aguascalientes,2.19868064,20925,-102.33757,4499651251,21.95434,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 3979,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsJMariaMMadri.jpg,MIGUEL DE LA MADRID
24,4499639699,SU424,715839402,México,C-Jesús María,"['Cadena #112', 'Centro']",S-Aguascalientes,2.458147381,20900,-102.34281,4499639700,21.96126,Centro de distribución tonalá,Abierto las 24 horas,Disponible durante el horario de tienda,Zona 3979,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsJMariaCentro.jpg,CENTRO
25,4492514853,SU884,715839862,México,C-Jesús María,"['Av. Prol. Independencia #2530 LOCAL-1', 'Las Trojes']",S-Aguascalientes,3.414939318,20900,-102.29741,4492514854,21.94125,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 3979,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsJMariaIndepe.jpg,INDEPEDENCIA
26,4491536888,SU2001,715840979,México,C-Aguascalientes,"['Blvd. Lic. Miguel de la Madrid Hurtado #2592 1B', 'Fracc. Misión del Campanario']",S-Aguascalientes,3.551121541,20118,-102.32124,4491536883,21.9325,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsMision.jpg,MISIÓN
27,4499948240,SU585,715839563,México,C-Jesús María,"['Ctra. Panamericana Sur #108', 'Paso de Argenta']",S-Aguascalientes,4.310095305,20909,-102.28873,4499948241,21.99097,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 3979,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsJMariaArgent.jpg,PASO DE ARGENTA
28,4499949033,SU1468,715840446,México,C-Aguascalientes,"['Blvd. Luis Donaldo Colosio #537', 'Jardines de la Concepción']",S-Aguascalientes,4.732481174,20120,-102.3025,4499949044,21.92473,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsColosio.jpg,BLVD. COLOSIO
29,4494880754,SU2160,715843023,México,C-San Francisco de los Romos,"['Calle 16 de Septiembre #108', 'Puertecito de la Virgen']",S-Aguascalientes,4.934431037,20358,-102.27147,4494880755,21.9609,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 1011,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsSnFcoRomPuer.jpg,PUERTECITO
30,4496888268,SU1714,715840692,México,C-Aguascalientes,"['Av. Siglo XXI #3861', 'Fracc. Rinconada Santa Mónica']",S-Aguascalientes,4.275739705,20286,-102.31967,4496888267,21.84289,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsStaMonica.jpg,SANTA MÓNICA
31,4499761862,SU1538,715840516,México,C-Aguascalientes,"['Blvd. Juan Pablo II #1163', 'Cantera de San Agustín']",S-Aguascalientes,3.153898758,20218,-102.33986,4499762243,21.85994,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsSnAgustin.jpg,CANTERAS DE SAN AGUSTÍN
32,4491403590,SU2177,715843040,México,C-Aguascalientes,"['Av. Abelardo L. Rodríguez #598', 'Fracc. Puesta del Sol']",S-Aguascalientes,4.87010299,20326,-102.33546,4491403328,21.87932,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsPuestaSol.jpg,PUESTA DEL SOL
33,4499966014,SU588,715839566,México,C-Aguascalientes,"['Av. Constitución #505', 'Pozo Bravo']",S-Aguascalientes,2.024309572,20126,-102.28501,4499966015,21.92242,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsConstituc.jpg,CONSTITUCIÓN
34,4491536874,SU1982,715840960,México,C-Aguascalientes,"['Av. Aguascalientes #300', 'Bosques del Prado']",S-Aguascalientes,2.453470452,20127,-102.30775,4493927923,21.91643,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsBDelPrado.jpg,BOSQUES DEL PRADO
35,4499125410,SU175,715839153,México,C-Aguascalientes,"['Av. Universidad #701 L1-3', 'Condominio Plaza 2000 Fátima']",S-Aguascalientes,3.257527318,20130,-102.31062,4499126954,21.90969,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsUniversid.jpg,UNIVERSIDAD
36,4499939617,SU521,715839499,México,C-Aguascalientes,"['Rodrigo Rincón Gallardo #119', 'Villa de Nuestra Señora de la Asunción']",S-Aguascalientes,3.461371261,20126,-102.26418,4499938797,21.93337,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsVRomeros.jpg,VALLE DE LOS ROMEROS
37,4492380785,SU1259,715840237,México,C-Aguascalientes,"['Blvd. Eugenio Garza Sada #128 -J', 'La Plazuela']",S-Aguascalientes,4.232480518,20239,-102.33212,4492380786,21.91578,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsPocitos.jpg,POCITOS
38,4491399934,SU669,715839647,México,C-Aguascalientes,"['Av. Rodolfo Landeros #1306', 'Mirador de las Culturas']",S-Aguascalientes,4.566688817,20170,-102.24391,4491399995,21.90501,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 12,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsAgsMCulturas.jpg,MIRADOR DE LAS CULTURAS AGSAGS
39,4659672127,SU1191,715840169,México,C-San Francisco de los Romo,"['Benito Juárez Sur #309 B', 'Panamericano']",S-Aguascalientes,2.766014471,20300,-102.27304,4659672148,22.07651,Centro de distribución tonalá,Abierto las 24 horas,Disponible durante el horario de tienda,Zona 1011,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsSnFcoRomCtro.jpg,CENTRO
40,4659589028,SU505,715839483,México,C-Pabellón de Arteaga,"['Av. Guillermo Prieto #39', '5 de Mayo']",S-Aguascalientes,4.815979568,20660,-102.27828,4659589029,22.14444,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 2019,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsPabArt5dMayo.jpg,5 DE MAYO
41,4969622904,SU102,715839081,México,C-Loreto,"['Gpe. Victoria #22', 'Centro']",S-Zacatecas,4.3615563,98800,-101.98911,4969620400,22.27133,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 42,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_ZacLorGpeVictor.jpg,LORETO
42,4969620042,SU262,715839240,México,C-Loreto,"['Juárez #203', 'Centro']",S-Zacatecas,4.489118622,98800,-101.9881,4969624155,22.27291,Centro de distribución tonalá,Abierto de 7 a.m a 10 p.m.,Disponible durante el horario de tienda,Zona 42,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_ZacLorFerrocar.jpg,LORETO FERROCARRIL
43,4956880765,SU2150,715843013,México,C-Calvillo,"['Blvd. Rodolfo Landeros #411', 'Fracc. Vistas del Sol']",S-Aguascalientes,1.69332721,20804,-102.70678,4956880024,21.84664,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 854,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsCalRodolfoLa.jpg,RODOLFO LANDEROS CALVILLO
44,4959563297,SU345,715839323,México,C-Calvillo,"['Calle Independencia #102', 'Centro']",S-Aguascalientes,2.355087044,20800,-102.7192,4959563298,21.84675,Centro de distribución tonalá,Abierto las 24 horas,Disponible durante el horario de tienda,Zona 854,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsCalIndepende.jpg,CALVILLO
45,4659581641,SU168,715839146,México,C-Pabellón de Arteaga,"['Valentín Gómez Farías #9', 'Centro']",S-Aguascalientes,2.422984191,20660,-102.27586,4659581643,22.14705,Centro de distribución tonalá,Abierto las 24 horas,Disponible durante el horario de tienda,Zona 2019,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,Hora de atencion de 10 am a 5 pm,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsPabPabellon.jpg,PABELLÓN DE ARTEAGA
46,4659510139,SU101,715839080,México,C-Rincón de Romos,"['Morelos #125-1', 'Centro']",S-Aguascalientes,4.851151929,20400,-102.3211,4658514010,22.2289,Centro de distribución tonalá,Abierto las 24 horas,Disponible durante el horario de tienda,Zona 40,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_AgsRinMorelos.jpg,RINCÓN DE ROMOS
47,6469772455,SU2073,715842501,México,C-Ensenada,"['Calle Nueve #469', 'Sección Primera']",S-Baja California,3.848950516,22880,-116.62263,6469772456,31.87148,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 856,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_BCNEnseNovena.jpg,NOVENA
48,6865165985,SU2028,715841006,México,C-Mexicali,"['Av. Berlín #1898', 'Villa Fontana']",S-Baja California,3.456479996,21180,-115.50527,6865165988,32.63035,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 2002,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_BCNMexiBerlin.jpg,BERLÍN
49,6865169815,SU2064,715842492,México,C-Mexicali,"['Calle Heroico Colegio Militar #900', 'Zona Urbana (Ex Ejido Orizaba)']",S-Baja California,3.730791899,21130,-115.50576,6865169814,32.64442,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 2002,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_BCNMexiCMilitar.jpg,COLEGIO MILITAR
50,6865160495,SU1903,715840881,México,C-Mexicali,"['Calz. General Lázaro Cárdenas #1171', 'Villa fontana Segunda Sección']",S-Baja California,4.496875039,21180,-115.49483,6865160489,32.62402,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 2002,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_BCNMexiVillaFon.jpg,VILLA FONTANA
51,6865778051,SU2143,715843006,México,C-Mexicali,"['Calz. Gustavo Vildosola Castro #4060', 'Diez División Dos']",S-Baja California,1.244201481,21395,-115.36241,6865778205,32.57807,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 2002,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_BCNMexiValledeP.jpg,VALLE DE PUEBLA
52,6865663367,SU2147,715843010,México,C-Mexicali,"['Calz. Benito Juárez #1572', 'Insurgentes Oeste']",S-Baja California,3.33626031,21280,-115.44845,6865664995,32.63634,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 2002,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_BCNMexiBenitoJu.jpg,BENITO JUÁREZ
53,6865688543,SU1984,715840962,México,C-Mexicali,"['Calz. Venustiano Carranza #11', 'Fracc. Valle Dorado']",S-Baja California,4.622076773,21399,-115.40545,6865688610,32.6095,Centro de distribución tonalá,Abierto las 24 horas,No cuenta con servicio de Kromi,Zona 2002,No cuenta con recolección en tienda,No cuenta con servicio a domicilio,No cuenta con consultorio.,FORANEA,https://www.movil.farmaciasguadalajara.com/wcsstore/FGSAS/wcs/stores/store_BCNMexiVCarranz.jpg,VENUSTIANO CARRANZA
